index,value,name,co,max_aqi,min_aqi,no2,o3,pm10,pm2_5,type,rank,so2,date
676,74,成都,1.117,123,40,48,32,84,50,良,210.3667,16,2015/11/1
737,80,杭州,1.107,147,39,57,38,77,52,良,227.7333,15,2015/11/1
800,78,武汉,1.243,129,30,46,37,80,57,良,210.9,18,2015/11/1
860,42,海口,0.637,89,24,10,80,35,17,优,63.2667,5,2015/11/1
923,54,深圳,0.82,94,30,32,97,52,32,良,116.2,8,2015/11/1
985,91,西安,2.06,265,38,49,24,126,59,良,235,25,2015/11/1
5,117,上海,1.197,266,53,67,52,104,82,轻度污染,231.6129,25,2015/12/1
115,188,乌鲁木齐,2.845,377,43,72,16,220,147,中度污染,291.2258,16,2015/12/1
177,187,北京,2.865,485,23,76,26,172,152,中度污染,253.1613,20,2015/12/1
240,131,南京,1.21,241,60,65,49,143,94,轻度污染,257.3548,25,2015/12/1
301,62,南宁,1.003,128,31,38,40,67,41,良,111.4839,15,2015/12/1
363,53,厦门,0.687,78,34,32,39,55,29,良,79.3871,9,2015/12/1
433,147,合肥,1.432,293,60,46,36,145,113,轻度污染,278.6774,19,2015/12/1
442,136,呼和浩特,2.561,263,28,59,32,158,102,轻度污染,239.9032,53,2015/12/1
504,162,天津,2.058,391,28,66,22,189,125,中度污染,256.9677,45,2015/12/1
565,69,广州,1.09,166,33,50,39,64,41,良,122.9355,12,2015/12/1
677,120,成都,1.423,304,48,65,32,143,90,轻度污染,234.4194,18,2015/12/1
738,123,杭州,1.19,283,56,65,40,135,90,轻度污染,244.6452,20,2015/12/1
801,146,武汉,1.297,334,55,58,36,157,109,轻度污染,264.9677,21,2015/12/1
859,45,海口,0.813,83,25,17,78,40,23,优,50.2258,6,2015/12/1
924,53,深圳,0.977,82,29,37,67,50,32,良,79.7419,8,2015/12/1
986,152,西安,2.784,317,63,63,30,212,111,中度污染,279.4516,44,2015/12/1
31,102,上海,1.045,213,40,57,69,91,70,轻度污染,204.5806,24,2016/1/1
114,231,乌鲁木齐,3.165,432,123,82,16,257,185,重度污染,342.9032,28,2016/1/1
178,97,北京,1.584,316,32,53,42,88,68,良,165.4194,20,2016/1/1
239,111,南京,1.345,234,47,58,58,124,79,轻度污染,230.3871,26,2016/1/1
302,63,南宁,1.216,110,35,40,40,70,43,良,122.9032,13,2016/1/1
362,56,厦门,0.761,89,34,36,40,53,34,良,87.9032,9,2016/1/1
426,119,合肥,1.168,253,55,42,48,108,88,轻度污染,244.6452,20,2016/1/1
443,87,呼和浩特,1.865,190,35,43,49,103,60,良,181.5806,50,2016/1/1
505,106,天津,1.565,384,49,58,34,124,74,轻度污染,208.5806,37,2016/1/1
564,65,广州,1.097,153,29,49,37,54,35,良,117.6774,9,2016/1/1
669,110,成都,1.355,214,50,57,49,127,81,轻度污染,229.4194,17,2016/1/1
739,111,杭州,1.061,222,56,63,48,119,80,轻度污染,236.2258,17,2016/1/1
802,144,武汉,1.352,249,80,51,40,141,107,轻度污染,297.7097,21,2016/1/1
861,42,海口,0.797,62,23,19,74,38,21,优,39,5,2016/1/1
925,54,深圳,0.981,99,33,38,67,44,30,良,78.4516,7,2016/1/1
987,154,西安,3.013,333,63,60,36,207,113,中度污染,280.4516,39,2016/1/1
4,80,上海,0.855,178,42,43,97,78,54,良,193.5517,19,2016/2/1
111,245,乌鲁木齐,3.448,398,55,90,32,287,201,重度污染,342.6552,32,2016/2/1
179,71,北京,0.903,238,34,35,68,59,44,良,111.6897,15,2016/2/1
241,100,南京,1.345,153,47,47,93,116,69,轻度污染,252.7931,22,2016/2/1
303,82,南宁,1.014,285,28,32,72,89,60,良,190.4828,16,2016/2/1
361,51,厦门,0.628,94,25,26,50,52,34,良,70.7931,7,2016/2/1
425,108,合肥,1.062,261,39,37,82,107,80,轻度污染,249.8276,21,2016/2/1
439,75,呼和浩特,1.403,232,37,33,68,86,47,良,151.931,43,2016/2/1
506,77,天津,1.317,189,30,42,53,85,50,良,157.3793,27,2016/2/1
563,58,广州,0.866,130,30,40,62,53,36,良,99.4828,9,2016/2/1
679,97,成都,1.362,188,52,53,84,111,67,良,248.1379,14,2016/2/1
740,89,杭州,0.848,162,38,41,84,101,64,良,209.9655,14,2016/2/1
803,113,武汉,1.083,228,43,46,86,123,80,轻度污染,268.8966,20,2016/2/1
858,52,海口,0.783,160,25,14,85,48,31,良,78.3103,6,2016/2/1
926,51,深圳,0.821,88,30,30,79,46,30,良,76.2759,8,2016/2/1
988,108,西安,1.817,251,52,47,61,146,69,轻度污染,253.1034,28,2016/2/1
3,80,上海,0.684,134,45,49,107,76,52,良,179.0645,17,2016/3/1
116,112,乌鲁木齐,1.781,209,48,60,50,130,79,轻度污染,237.4516,19,2016/3/1
180,132,北京,1.229,365,37,57,79,136,93,轻度污染,212.9032,18,2016/3/1
238,110,南京,1.216,200,42,57,95,133,77,轻度污染,249.0968,21,2016/3/1
304,68,南宁,1.055,113,40,38,56,80,47,良,131.2581,12,2016/3/1
365,63,厦门,0.794,133,30,38,61,61,43,良,103.871,11,2016/3/1
427,117,合肥,1.1,211,36,44,98,120,87,轻度污染,259.8387,22,2016/3/1
444,98,呼和浩特,1.239,419,41,41,86,132,49,良,175.4516,35,2016/3/1
501,121,天津,1.516,267,49,54,62,148,81,轻度污染,254.4516,30,2016/3/1
562,78,广州,1.068,175,30,61,65,71,47,良,163.0645,13,2016/3/1
680,105,成都,1.432,176,45,67,87,131,75,轻度污染,248.9032,18,2016/3/1
741,99,杭州,0.832,217,40,58,103,123,72,良,221.1613,16,2016/3/1
804,115,武汉,1.055,202,39,58,94,136,84,轻度污染,264.9355,19,2016/3/1
857,49,海口,0.668,110,23,18,83,45,24,优,60.9032,6,2016/3/1
927,62,深圳,0.855,119,31,43,86,53,35,良,105.8065,10,2016/3/1
989,125,西安,1.887,192,58,63,69,188,78,轻度污染,286.4839,27,2016/3/1
2,90,上海,0.737,159,53,50,126,81,56,良,245.9667,14,2016/4/1
112,65,乌鲁木齐,0.687,151,34,40,64,81,24,良,146.1667,9,2016/4/1
152,106,北京,0.803,209,43,44,116,118,69,轻度污染,262.8966,10,2016/4/1
237,86,南京,0.993,143,41,45,131,89,45,良,231.9,18,2016/4/1
305,61,南宁,0.913,103,37,29,83,66,38,良,125.3667,9,2016/4/1
359,56,厦门,0.73,77,32,36,65,54,32,良,99.6,11,2016/4/1
424,78,合肥,0.987,130,51,49,111,91,50,良,209.4,15,2016/4/1
459,79,呼和浩特,0.887,124,41,35,106,107,28,良,211.6667,19,2016/4/1
514,100,天津,0.993,273,53,43,98,128,64,轻度污染,255,19,2016/4/1
561,66,广州,1.053,129,45,51,47,55,38,良,150,13,2016/4/1
681,94,成都,1.027,209,49,57,103,104,65,良,238.8,14,2016/4/1
742,83,杭州,0.81,143,46,50,115,82,46,良,226.9333,11,2016/4/1
793,76,武汉,1.007,111,42,50,102,89,47,良,194.8333,11,2016/4/1
856,48,海口,0.63,63,35,20,82,46,24,优,57.1333,6,2016/4/1
899,55,深圳,0.757,85,32,36,77,40,26,良,89.3333,10,2016/4/1
962,96,西安,1.4,148,61,58,102,138,55,良,274.8333,17,2016/4/1
1,93,上海,0.742,163,51,41,135,77,51,良,247.1935,12,2016/5/1
113,58,乌鲁木齐,0.61,91,30,35,68,67,25,良,129.871,7,2016/5/1
181,111,北京,0.665,234,49,38,160,90,54,轻度污染,266.6129,8,2016/5/1
217,97,南京,1.039,235,51,37,141,88,43,良,259.3871,15,2016/5/1
278,52,南宁,0.829,89,34,26,79,54,27,良,81.0645,10,2016/5/1
341,46,厦门,0.613,69,24,26,65,45,24,优,53.4194,10,2016/5/1
423,83,合肥,0.845,181,39,38,121,94,48,良,211.871,12,2016/5/1
462,96,呼和浩特,0.739,258,45,33,129,119,33,良,228.0968,15,2016/5/1
525,90,天津,0.942,154,57,42,133,93,51,良,242.9355,17,2016/5/1
560,65,广州,0.926,147,33,38,96,51,31,良,138.4194,11,2016/5/1
653,92,成都,0.955,189,40,49,134,97,57,良,244.4194,13,2016/5/1
713,85,杭州,0.829,128,52,43,123,77,46,良,230.4839,9,2016/5/1
777,76,武汉,0.819,122,42,41,109,86,44,良,197.6452,8,2016/5/1
855,45,海口,0.597,102,22,17,78,36,18,优,56.4516,6,2016/5/1
913,53,深圳,0.81,112,29,26,91,36,22,良,86.4194,9,2016/5/1
990,87,西安,1.113,168,47,47,120,105,44,良,234.5806,13,2016/5/1
14,79,上海,0.703,139,43,36,122,54,40,良,220.8333,10,2016/6/1
93,61,乌鲁木齐,0.527,85,45,37,93,67,25,良,165.8333,6,2016/6/1
182,126,北京,0.767,189,50,35,183,70,59,轻度污染,315.7667,5,2016/6/1
236,80,南京,0.94,152,43,34,124,62,37,良,221.9333,17,2016/6/1
306,43,南宁,0.723,64,27,22,79,37,17,优,72.0333,8,2016/6/1
350,33,厦门,0.46,50,19,18,48,32,14,优,32.1,9,2016/6/1
422,73,合肥,0.877,112,43,38,114,64,42,良,212.4,10,2016/6/1
465,77,呼和浩特,0.803,144,43,32,131,59,24,良,219.3667,14,2016/6/1
541,101,天津,0.997,185,51,36,151,77,54,轻度污染,285.6333,12,2016/6/1
587,60,广州,0.85,120,36,33,97,41,23,良,153.4,9,2016/6/1
651,95,成都,0.94,150,51,45,147,76,44,良,278.6333,12,2016/6/1
743,74,杭州,0.75,152,34,36,117,58,36,良,207.0667,8,2016/6/1
775,69,武汉,0.753,114,33,38,110,64,31,良,195.9,6,2016/6/1
838,33,海口,0.517,48,21,18,64,29,12,优,32.1333,5,2016/6/1
897,38,深圳,0.627,59,26,27,66,25,13,优,49.7333,8,2016/6/1
961,101,西安,1.1,179,46,38,157,76,32,轻度污染,284.5,8,2016/6/1
30,95,上海,0.752,169,24,31,143,59,38,良,253.4516,10,2016/7/1
97,63,乌鲁木齐,0.59,102,36,37,110,65,24,良,201.2903,7,2016/7/1
183,118,北京,0.916,177,40,33,159,74,69,轻度污染,307.5484,3,2016/7/1
218,76,南京,1.006,140,34,30,115,56,30,良,237.1613,18,2016/7/1
276,40,南宁,0.694,75,23,21,67,41,19,优,81.4516,9,2016/7/1
339,41,厦门,0.452,117,16,22,65,38,16,优,81.2581,11,2016/7/1
404,67,合肥,0.742,126,34,31,106,63,36,良,213.2258,11,2016/7/1
464,87,呼和浩特,0.752,143,35,32,142,58,24,良,271.9677,8,2016/7/1
527,88,天津,0.858,136,32,28,127,71,53,良,273.1935,7,2016/7/1
559,74,广州,0.877,202,28,33,113,45,27,良,199.1935,12,2016/7/1
635,85,成都,0.89,202,44,40,133,51,30,良,247.5161,13,2016/7/1
711,81,杭州,0.723,173,25,32,129,55,32,良,241.1613,8,2016/7/1
774,70,武汉,0.668,128,29,31,115,57,24,良,210.8387,5,2016/7/1
820,32,海口,0.49,52,20,16,58,31,12,优,46.2581,4,2016/7/1
888,51,深圳,0.668,167,24,27,84,30,17,良,113.2903,9,2016/7/1
991,83,西安,0.926,168,35,32,136,59,27,良,245.3871,6,2016/7/1
42,59,上海,0.665,135,26,23,104,36,19,良,159.7097,11,2016/8/1
92,66,乌鲁木齐,0.677,95,40,46,103,78,26,良,209.3871,10,2016/8/1
153,94,北京,0.832,179,34,35,135,60,47,良,269.2258,3,2016/8/1
219,97,南京,0.829,203,39,31,152,54,26,良,279.9355,16,2016/8/1
273,49,南宁,0.752,91,23,26,88,49,27,优,113.5484,10,2016/8/1
323,51,厦门,0.584,82,24,34,87,43,23,良,124.8065,14,2016/8/1
403,84,合肥,0.813,140,43,39,133,76,37,良,266.0323,12,2016/8/1
483,73,呼和浩特,0.729,117,40,31,124,50,18,良,221.6129,8,2016/8/1
555,72,天津,0.855,135,38,31,105,65,41,良,216.1613,9,2016/8/1
589,82,广州,0.894,197,25,40,125,56,37,良,233,14,2016/8/1
622,105,成都,1.01,206,50,47,161,68,41,轻度污染,300.5161,14,2016/8/1
683,93,杭州,0.626,144,23,20,149,41,25,良,284,9,2016/8/1
747,86,武汉,0.839,137,27,34,137,78,34,良,268.9032,7,2016/8/1
836,33,海口,0.555,52,19,18,58,30,14,优,33.2581,5,2016/8/1
874,62,深圳,0.768,132,29,32,103,38,24,良,170.0645,8,2016/8/1
959,83,西安,0.952,121,36,34,136,71,36,良,273.0323,8,2016/8/1
32,68,上海,0.723,163,23,34,112,45,32,良,164.6333,12,2016/9/1
89,65,乌鲁木齐,0.803,83,41,48,84,76,28,良,188.6,13,2016/9/1
168,86,北京,0.76,211,0,43,104,73,55,良,217.8,3,2016/9/1
216,102,南京,0.817,179,32,37,154,67,33,轻度污染,271.3,14,2016/9/1
258,62,南宁,0.793,101,25,31,101,66,39,良,168.7,14,2016/9/1
311,52,厦门,0.623,79,28,27,94,39,22,良,114.6,9,2016/9/1
405,84,合肥,0.837,139,29,51,131,90,45,良,240.3667,14,2016/9/1
484,61,呼和浩特,0.767,108,38,45,93,60,24,良,157.8667,11,2016/9/1
